flow_id,y_true,AttackCategory,split_role,score,mse,y_pred
synthetic_A#2215,0,BENIGN,test_benign,0.14861289940320976,0.0037153224850802443,0
synthetic_A#2582,0,BENIGN,test_benign,0.2046902006254463,0.0051172550156361575,0
synthetic_A#1662,0,BENIGN,test_benign,0.3713499881516932,0.009283749703792329,0
synthetic_A#3027,0,BENIGN,test_benign,0.21852143132752094,0.005463035783188024,0
synthetic_A#4343,0,BENIGN,test_benign,0.11564663318016384,0.002891165829504096,0
synthetic_A#2680,0,BENIGN,test_benign,1.0487167194442586,0.026217917986106464,0
synthetic_A#1765,0,BENIGN,test_benign,0.14020204025444194,0.0035050510063610483,0
synthetic_A#1123,0,BENIGN,test_benign,26.636324797537274,0.6659081199384318,1
synthetic_A#4054,0,BENIGN,test_benign,0.5821102143245146,0.014552755358112865,0
synthetic_A#3761,0,BENIGN,test_benign,1.3914765478599183,0.03478691369649796,0
synthetic_A#1535,0,BENIGN,test_benign,4.405654952283425,0.11014137380708562,0
synthetic_A#2944,0,BENIGN,test_benign,0.0797728760672115,0.0019943219016802876,0
synthetic_A#2987,0,BENIGN,test_benign,1.0192363164872464,0.02548090791218116,0
synthetic_A#4291,0,BENIGN,test_benign,0.34856924080510554,0.008714231020127639,0
synthetic_A#4342,0,BENIGN,test_benign,0.6770105808286181,0.016925264520715452,0
synthetic_A#4424,0,BENIGN,test_benign,1.5558872602640315,0.038897181506600785,0
synthetic_A#7941,0,BENIGN,test_benign,0.3432725906494028,0.00858181476623507,0
synthetic_A#4997,0,BENIGN,test_benign,0.15017882263866905,0.0037544705659667264,0
synthetic_A#2748,0,BENIGN,test_benign,0.8141087864722965,0.020352719661807413,0
synthetic_A#2302,0,BENIGN,test_benign,0.24476462455483766,0.0061191156138709416,0
synthetic_A#3932,0,BENIGN,test_benign,0.44026332518086203,0.01100658312952155,0
synthetic_A#5956,0,BENIGN,test_benign,0.1636554221072172,0.00409138555268043,0
synthetic_A#6131,0,BENIGN,test_benign,0.13117972166210456,0.0032794930415526143,0
synthetic_A#7596,0,BENIGN,test_benign,0.6685428358822516,0.01671357089705629,0
synthetic_A#794,0,BENIGN,test_benign,0.11151571523305193,0.0027878928808262983,0
synthetic_A#3163,0,BENIGN,test_benign,0.20063479540444773,0.005015869885111194,0
synthetic_A#7940,0,BENIGN,test_benign,0.22555763974882503,0.005638940993720626,0
synthetic_A#3181,0,BENIGN,test_benign,0.40882449979695434,0.01022061249492386,0
synthetic_A#763,0,BENIGN,test_benign,0.8924086817200974,0.022310217043002435,0
synthetic_A#3078,0,BENIGN,test_benign,0.13491978012790867,0.003372994503197717,0
synthetic_A#811,0,BENIGN,test_benign,1.5835679870564832,0.03958919967641208,0
synthetic_A#7259,0,BENIGN,test_benign,0.3927475803447388,0.009818689508618469,0
synthetic_A#6931,0,BENIGN,test_benign,0.9001024809992777,0.022502562024981944,0
synthetic_A#1618,0,BENIGN,test_benign,2.50394809842605,0.06259870246065125,0
synthetic_A#6826,0,BENIGN,test_benign,0.6708148166400438,0.016770370416001094,0
synthetic_A#1042,0,BENIGN,test_benign,0.8354557268220351,0.020886393170550875,0
synthetic_A#5318,0,BENIGN,test_benign,0.3728637434508673,0.009321593586271684,0
synthetic_A#4794,0,BENIGN,test_benign,0.9371696682110193,0.023429241705275484,0
synthetic_A#487,0,BENIGN,test_benign,0.5795660554101281,0.014489151385253201,0
synthetic_A#1017,0,BENIGN,test_benign,0.4464250561024104,0.01116062640256026,0
synthetic_A#2815,0,BENIGN,test_benign,0.08399949842462202,0.0020999874606155507,0
synthetic_A#2716,0,BENIGN,test_benign,1.406235263327975,0.03515588158319938,0
synthetic_A#5363,0,BENIGN,test_benign,0.47741224966706897,0.011935306241676723,0
synthetic_A#2929,0,BENIGN,test_benign,0.10420324599113705,0.002605081149778426,0
synthetic_A#3362,0,BENIGN,test_benign,0.18716352189734153,0.0046790880474335385,0
synthetic_A#5165,0,BENIGN,test_benign,0.21599977698666595,0.005399994424666649,0
synthetic_A#1075,0,BENIGN,test_benign,0.12887644311757185,0.003221911077939296,0
synthetic_A#6398,0,BENIGN,test_benign,0.19121107692365383,0.0047802769230913455,0
synthetic_A#4981,0,BENIGN,test_benign,0.3214542007616191,0.008036355019040478,0
synthetic_A#6228,0,BENIGN,test_benign,0.2420360812137613,0.006050902030344032,0
synthetic_A#2921,0,BENIGN,test_benign,4.937111586052967,0.12342778965132417,0
synthetic_A#4019,0,BENIGN,test_benign,0.17840457194878626,0.004460114298719656,0
synthetic_A#4331,0,BENIGN,test_benign,0.16767776775403392,0.004191944193850848,0
synthetic_A#6999,0,BENIGN,test_benign,0.3249099461131824,0.00812274865282956,0
synthetic_A#1322,0,BENIGN,test_benign,0.3167474673780477,0.007918686684451193,0
synthetic_A#7731,0,BENIGN,test_benign,1.3386761484974152,0.03346690371243538,0
synthetic_A#2252,0,BENIGN,test_benign,1.2275397633134355,0.030688494082835888,0
synthetic_A#6654,0,BENIGN,test_benign,0.2818091021417919,0.007045227553544797,0
synthetic_A#7244,0,BENIGN,test_benign,2.302579567505827,0.05756448918764567,0
synthetic_A#866,0,BENIGN,test_benign,0.2130521806916833,0.005326304517292083,0
synthetic_A#5591,0,BENIGN,test_benign,1.052697023245595,0.026317425581139874,0
synthetic_A#2465,0,BENIGN,test_benign,0.27288559024285614,0.006822139756071403,0
synthetic_A#465,0,BENIGN,test_benign,0.5625045993054245,0.014062614982635613,0
synthetic_A#2882,0,BENIGN,test_benign,0.24864964507643816,0.006216241126910954,0
synthetic_A#4961,0,BENIGN,test_benign,0.4483284538097772,0.01120821134524443,0
synthetic_A#7042,0,BENIGN,test_benign,0.54510055956245,0.013627513989061249,0
synthetic_A#6240,0,BENIGN,test_benign,0.47787540959983155,0.011946885239995788,0
synthetic_A#5447,0,BENIGN,test_benign,0.17071916014452987,0.004267979003613247,0
synthetic_A#1502,0,BENIGN,test_benign,0.7623208654997219,0.019058021637493046,0
synthetic_A#3915,0,BENIGN,test_benign,2.8512366595218364,0.07128091648804591,0
synthetic_A#3262,0,BENIGN,test_benign,0.331584339127857,0.008289608478196426,0
synthetic_A#263,0,BENIGN,test_benign,0.13526068378319864,0.003381517094579966,0
synthetic_A#3806,0,BENIGN,test_benign,0.357448325423659,0.008936208135591475,0
synthetic_A#4084,0,BENIGN,test_benign,1.9452336696740924,0.04863084174185231,0
synthetic_A#7839,0,BENIGN,test_benign,0.21068915675334227,0.005267228918833557,0
synthetic_A#1811,0,BENIGN,test_benign,0.202979031281036,0.0050744757820259,0
synthetic_A#1144,0,BENIGN,test_benign,0.6169146639784039,0.015422866599460096,0
synthetic_A#5827,0,BENIGN,test_benign,11.8969888481957,0.2974247212048925,0
synthetic_A#2149,0,BENIGN,test_benign,16.025218969234007,0.4006304742308502,0
synthetic_A#3929,0,BENIGN,test_benign,0.9861708658869794,0.024654271647174486,0
synthetic_A#6319,0,BENIGN,test_benign,6.80263416606097,0.17006585415152425,0
synthetic_A#3290,0,BENIGN,test_benign,0.7277898262660366,0.018194745656650916,0
synthetic_A#682,0,BENIGN,test_benign,0.45451355875219424,0.011362838968804856,0
synthetic_A#2840,0,BENIGN,test_benign,0.20940447336569246,0.005235111834142311,0
synthetic_A#1002,0,BENIGN,test_benign,0.1275612432876184,0.00318903108219046,0
synthetic_A#6755,0,BENIGN,test_benign,0.3485397278026492,0.00871349319506623,0
synthetic_A#5129,0,BENIGN,test_benign,0.6584073673057103,0.016460184182642758,0
synthetic_A#4290,0,BENIGN,test_benign,0.07197827500758312,0.001799456875189578,0
synthetic_A#2173,0,BENIGN,test_benign,0.13803719426722585,0.0034509298566806463,0
synthetic_A#483,0,BENIGN,test_benign,0.2157680281955051,0.0053942007048876275,0
synthetic_A#3813,0,BENIGN,test_benign,37.070716759028514,0.9267679189757129,1
synthetic_A#4414,0,BENIGN,test_benign,0.08947956198275381,0.002236989049568845,0
synthetic_A#518,0,BENIGN,test_benign,0.45316623621542235,0.011329155905385559,0
synthetic_A#6988,0,BENIGN,test_benign,0.7155887664661282,0.017889719161653207,0
synthetic_A#1345,0,BENIGN,test_benign,5.739970145165089,0.14349925362912724,0
synthetic_A#696,0,BENIGN,test_benign,18.307282830814245,0.4576820707703561,0
synthetic_A#1009,0,BENIGN,test_benign,0.3189764468892292,0.00797441117223073,0
synthetic_A#6317,0,BENIGN,test_benign,0.4254459425924405,0.010636148564811012,0
synthetic_A#6595,0,BENIGN,test_benign,0.07420131428642907,0.0018550328571607267,0
synthetic_A#2770,0,BENIGN,test_benign,0.4522547333382364,0.01130636833345591,0
synthetic_A#1074,0,BENIGN,test_benign,0.0928788683572749,0.0023219717089318723,0
synthetic_A#1339,0,BENIGN,test_benign,16.010229735583536,0.4002557433895884,0
synthetic_A#2986,0,BENIGN,test_benign,3.9713046482711043,0.09928261620677761,0
synthetic_A#7709,0,BENIGN,test_benign,0.0800303827816316,0.00200075956954079,0
synthetic_A#6747,0,BENIGN,test_benign,2.070890744180554,0.05177226860451385,0
synthetic_A#4421,0,BENIGN,test_benign,0.45526602067217414,0.011381650516804353,0
synthetic_A#3392,0,BENIGN,test_benign,0.052781232885149104,0.0013195308221287277,0
synthetic_A#1483,0,BENIGN,test_benign,0.6161292146461808,0.015403230366154519,0
synthetic_A#4861,0,BENIGN,test_benign,0.40686427557531596,0.010171606889382899,0
synthetic_A#1934,0,BENIGN,test_benign,0.3709733460038453,0.009274333650096132,0
synthetic_A#1034,0,BENIGN,test_benign,0.3745906887819568,0.00936476721954892,0
synthetic_A#5484,0,BENIGN,test_benign,0.44489062252969297,0.011122265563242324,0
synthetic_A#2478,0,BENIGN,test_benign,0.2552288358145944,0.00638072089536486,0
synthetic_A#349,0,BENIGN,test_benign,38.12586312226756,0.953146578056689,1
synthetic_A#4393,0,BENIGN,test_benign,0.6001460768293154,0.015003651920732886,0
synthetic_A#4352,0,BENIGN,test_benign,0.19145776105552725,0.0047864440263881815,0
synthetic_A#7557,0,BENIGN,test_benign,0.3566238732868774,0.008915596832171935,0
synthetic_A#1061,0,BENIGN,test_benign,2.0709494191162134,0.051773735477905335,0
synthetic_A#879,0,BENIGN,test_benign,0.11757321557331261,0.0029393303893328155,0
synthetic_A#5602,0,BENIGN,test_benign,0.47830691195225583,0.011957672798806395,0
synthetic_A#2542,0,BENIGN,test_benign,1.8781086838012662,0.046952717095031654,0
synthetic_A#6423,0,BENIGN,test_benign,0.16299456328865133,0.004074864082216283,0
synthetic_A#6744,0,BENIGN,test_benign,1.2445481728635022,0.031113704321587554,0
synthetic_A#1850,0,BENIGN,test_benign,0.22693235199855405,0.005673308799963851,0
synthetic_A#5402,0,BENIGN,test_benign,0.15445415180544192,0.003861353795136048,0
synthetic_A#1677,0,BENIGN,test_benign,0.376614513972479,0.009415362849311975,0
synthetic_A#1835,0,BENIGN,test_benign,0.11404036025392264,0.002851009006348066,0
synthetic_A#7111,0,BENIGN,test_benign,0.3566945148973154,0.008917362872432884,0
synthetic_A#4952,0,BENIGN,test_benign,1.1478473937630804,0.02869618484407701,0
synthetic_A#4704,0,BENIGN,test_benign,0.11152768901731135,0.0027881922254327837,0
synthetic_A#5199,0,BENIGN,test_benign,0.08252790038932425,0.0020631975097331065,0
synthetic_A#457,0,BENIGN,test_benign,0.4813428704944203,0.012033571762360508,0
synthetic_A#4647,0,BENIGN,test_benign,0.6109426248029048,0.015273565620072621,0
synthetic_A#6507,0,BENIGN,test_benign,0.18650094139810186,0.004662523534952547,0
synthetic_A#3182,0,BENIGN,test_benign,0.20569142999267306,0.005142285749816827,0
synthetic_A#5337,0,BENIGN,test_benign,0.828593985076879,0.020714849626921973,0
synthetic_A#1945,0,BENIGN,test_benign,0.4216651394603036,0.01054162848650759,0
synthetic_A#6124,0,BENIGN,test_benign,0.17716856350751836,0.004429214087687959,0
synthetic_A#3263,0,BENIGN,test_benign,0.9731377515045344,0.02432844378761336,0
synthetic_A#6522,0,BENIGN,test_benign,0.5884774777181847,0.014711936942954617,0
synthetic_A#6521,0,BENIGN,test_benign,5.354702664145172,0.1338675666036293,0
synthetic_A#6702,0,BENIGN,test_benign,0.4639613710704832,0.01159903427676208,0
